z_mean,z_std,grp_mean,grp_std,row_mean,row_std,x_mean,x_std,av_ionrad_mean,av_ionrad_std,atom_rad_mean,atom_rad_std,atom_mass_mean,atom_mass_std,cal_atom_rad_mean,cal_atom_rad_std,cov_rad_mean,cov_rad_std,bp_mean,bp_std,rho_mean,rho_std,mp_mean,mp_std,mol_vol_mean,mol_vol_std,k_mean,k_std,vdw_mean,vdw_std,iupac_mean,iupac_std,val_mean,val_std,heat_fus_mean,heat_fus_std,heat_vap_mean,heat_vap_std,spec_heat_mean,spec_heat_std,ea_mean,ea_std,ie_mean,ie_std,p_mean,p_std,pet_mn_mean,pet_mn_std,mn_mean,mn_std,rsp_mean,rsp_std,av_rsp_mean,av_rsp_std,gtf,of,rho,Ehull,Ef,Eg
19,13.50555441,13,6,3,1.264911064,2.738,1.019066239,1.2906,0.208003462,1.12,0.794103268,42.4852,32.50356209,1.024,0.84044274,1.08,0.600533097,437.92,425.8693433,2.1276,1.346291142,194.172,180.0902794,24.852,15.45828762,11.719948,23.14081508,1.898,0.58482134,78.8,35.40847356,2.6,1.743559577,0.017106432,0.020962888,0.22218056,0.272222863,0.68844,0.282701352,1.37798376,0.495893753,10.956738,3.705710922,10.6952,18.3384623,81,36.13308733,70.8,33.40898083,1.356,1.408276961,0.678,0.704138481,0.908381787,0.803968254,3.352,0.184,-1.433,0.028
19.2,13.77534029,13.2,5.6,3,1.264911064,2.764,0.970290678,1.2226,0.107345424,0.99,0.548087584,42.91564,33.07907985,0.932,0.664090355,1.03,0.508566613,576.72,635.321545,2.3472,1.320533589,341.68,392.8915901,20.488,6.735845604,7.119948,13.94133582,1.79,0.379684079,80,33.00908966,2.8,1.6,0.029144752,0.033963544,0.35893256,0.537885727,0.67564,0.298129298,1.29039976,0.657917523,11.260292,3.159892294,6.7552,10.48559847,82.2,33.74255473,71.6,31.80943256,1.178,1.064479215,0.589,0.532239608,0.802611305,0.803968254,4.425,0,-2.325,3.705
17.6,11.8253964,15.2,1.6,2.8,0.979795897,2.904,0.715502621,1.1346,0.159237684,0.86,0.324653662,38.47344,27.85653731,0.778,0.385247972,0.892,0.284422221,481.72,484.6238393,3.2492,2.346997265,270.216,271.2074,15.532,3.206732917,24.119948,47.94040689,1.57,0.172510869,92.4,8.236504113,2.8,1.6,0.027797952,0.031875328,0.32163656,0.464530518,0.69324,0.277304148,1.15641976,0.915189307,12.000152,1.984759113,2.3852,2.037602356,94.4,9.70772888,83.8,7.440430095,0.912,0.578892045,0.456,0.289446023,0.665731857,0.803968254,4.432,0,-1.512,3.913
18.8,18.74459922,12.8,5.455272679,3,1.549193338,2.622,1.051520803,1.162,0.323505796,1.01,0.601996678,42.68214,47.55337478,1.016,0.795351495,1.048,0.577906567,1117.32,1299.443435,2.0254,0.820231333,570.28,667.6648453,20.46,9.084932581,33.615948,58.60689775,1.868,0.464,77.8,32.73163607,2.4,0.8,0.121970352,0.201482513,1.05512456,1.440396561,0.7344,0.2768,1.18349416,0.520176506,10.843514,3.522997641,9.4972,15.20513053,80.4,33.77336228,69.6,30.49983607,1.2434,1.14091728,0.6217,0.57045864,1.080302027,0.428571429,6.071,0.409,-3.014,2.125
8.4,3.2,12.8,5.455272679,2.2,0.4,2.758,0.841769565,0.982,0.340846006,0.79,0.233238076,17.019176,6.1594698,0.734,0.31110127,0.81,0.18973666,1237.12,1411.281095,1.693,0.357458249,682.28,769.5515744,13.798,4.922415667,68.015948,84.22488493,1.638,0.231032465,78.6,31.14867573,2.4,0.8,0.121866752,0.201502718,1.38042856,1.659880233,1.0574,0.389797178,1.05093016,0.785054828,11.665714,2.419629889,2.6772,2.297695054,93,10.11928851,81.2,7.909487973,0.779,0.399316917,0.3895,0.199658458,0.726748636,0.428571429,3.36,1.244,-1.969,0.256
11.6,4.8,12.8,5.455272679,2.6,0.8,2.644,1.015590469,1.092,0.279885691,0.94,0.471593045,23.23234,9.636137047,0.898,0.575305136,0.97,0.431740663,1040.12,1246.606437,1.6334,0.351438529,593.28,683.8563194,18.068,4.554761904,70.015948,87.16517338,1.794,0.342087708,78.2,31.93994364,2.4,0.8,0.123089232,0.201277758,1.08620456,1.450233237,0.8196,0.124276466,1.15948016,0.568142002,11.023806,3.242035037,6.1172,8.527758589,80.8,32.98727027,69.2,31.29472799,1.163,0.990174732,0.5815,0.495087366,0.942809042,0.428571429,2.819,0,-3.459,4.881
17.2,15.57433787,14.8,1.6,2.8,1.166190379,2.782,0.808613628,1.082,0.278883488,0.89,0.382622529,37.69894,37.6481613,0.832,0.459190592,0.906,0.318847926,896.72,1196.110641,3.0534,2.819973943,489.124,634.3286359,15.428,2.384805233,49.415948,62.76834001,1.648,0.227191549,90.2,8.908422981,2.4,0.8,0.118447952,0.202287458,0.97224456,1.427129207,0.7394,0.267253138,1.00947016,0.867928039,11.599934,2.485993514,3.0292,2.798690722,92.6,10.76289924,81.8,6.85273668,1.006,0.708677642,0.503,0.354338821,0.923167187,0.428571429,4.717,0,-2.556,2.577
13,7.375635566,14.2,2.712931993,2.6,0.8,2.82,0.759368158,1.0176,0.30550784,0.85,0.316227766,27.003378,16.63698577,0.814,0.42912003,0.87,0.261533937,1328.72,1516.895048,3.1034,2.919231584,723.88,819.8525292,14.162,4.271535555,50.015948,63.23294529,1.812,0.369994595,88.6,11.75755077,2.8,0.979795897,0.138960752,0.201051178,1.54204456,1.846088198,0.7776,0.195813789,1.28697016,0.313712676,11.377374,2.745603382,3.0572,2.842240412,90.4,14.58218091,79.4,11.25344392,0.967,0.64343298,0.4835,0.32171649,0.79667364,0.428571429,4.08,0.02,-2.512,2.604
13.4,8.13879598,14.6,1.959591794,2.6,0.8,2.824,0.754442841,1.028,0.297617204,0.85,0.316227766,27.92594,18.41489182,0.8,0.406398819,0.882,0.279885691,1328.72,1516.895048,3.1074,2.927174378,641.834,726.4658389,14.25,4.118057795,110.015948,156.193763,1.612,0.248386795,89.8,9.6,2.4,0.8,0.132537552,0.200538562,1.38664456,1.666267603,0.77028,0.209231913,1.40157016,0.087778826,11.34645,2.785391687,2.7972,2.45733078,92,11.76435294,80.6,9.002221948,0.971,0.649995385,0.4855,0.324997692,0.817101169,0.428571429,2.891,0.054,-2.293,0.072
12.8,6.997142274,14,3.098386677,2.6,0.8,2.81,0.77190673,1.0346,0.293265477,0.86,0.332264955,26.38574,15.45551914,0.822,0.442375406,0.882,0.279885691,1315.52,1500.755061,2.8982,2.512253283,732.48,830.9108698,14.246,4.12499503,46.015948,60.51886444,1.82,0.382831556,88,12.86856635,2.6,0.8,0.133987952,0.200582525,1.48402856,1.774724557,0.7832,0.185673261,1.18477016,0.517628152,11.381654,2.740160989,3.2372,3.131667058,89.8,15.67673435,78.8,12.4,0.985,0.673208734,0.4925,0.336604367,0.830064794,0.428571429,3.761,0.017,-2.68,2.631
10,2.529822128,12.8,5.455272679,2.4,0.489897949,2.706,0.918119818,1.036,0.29241067,0.88,0.365513338,20.07774,5.136000755,0.8,0.406398819,0.9,0.308868904,961.32,1210.737412,1.671,0.350560123,554.88,658.3992782,15.628,2.208188398,62.015948,75.98698979,1.678,0.226132704,78.4,31.54425463,2.4,0.8,0.123420752,0.201221829,1.03026056,1.43441935,0.8974,0.101537382,1.07165016,0.74364212,11.330422,2.806328455,3.6772,3.889087626,92.2,11.42628549,81.4,7.552483035,0.969,0.646710136,0.4845,0.323355068,0.832814653,0.428571429,2.987,0.21,-3.044,3.738
12.6,6.621178143,13.8,3.487119155,2.6,0.8,2.754,0.847433773,0.9936,0.32805463,0.86,0.332264955,26.20435,15.11017706,0.832,0.459190592,0.896,0.302297866,1155.52,1331.44739,2.8174,2.352326899,674.08,760.3183396,14.298,4.035117842,31.575948,59.28851433,1.822,0.386077712,87.4,13.99428455,2.8,0.979795897,0.132744752,0.200542274,1.22088456,1.521738965,0.7892,0.174951879,1.15076216,0.585557846,11.287978,2.862765833,3.4372,3.468783441,89.6,16.0449369,78.2,13.55581056,1.007,0.710384403,0.5035,0.355192201,0.749533188,0.428571429,3.602,0.007,-2.801,2.606
15.2,11.63443166,12.8,5.455272679,2.8,1.166190379,2.634,1.03184495,1.128,0.294916937,0.98,0.545527268,32.74074,27.83602641,0.948,0.667215108,1.008,0.502211111,1019.72,1235.49324,1.8494,0.523549654,580.28,674.3669221,19.616,7.450351938,37.015948,58.09320113,1.83,0.399199198,78,32.33573874,2.4,0.8,0.121970352,0.201482513,1.04890856,1.43874346,0.7534,0.24071776,1.16417016,0.558773366,10.940154,3.370512206,7.0772,10.41345488,80.6,33.38023367,69.4,30.89724907,1.205,1.068555099,0.6025,0.53427755,1.01351972,0.428571429,3.532,0,-3.451,4.61
13.6,8.522910301,14.8,1.6,2.6,0.8,2.774,0.819502288,1.04,0.29010343,0.85,0.316227766,28.29854,19.13655226,0.794,0.396867736,0.87,0.261533937,924.72,1200.766566,2.7514,2.221873678,508.816,638.7981047,14.66,3.431617694,54.015948,66.80028283,1.61,0.250119971,90.4,8.569714114,2.4,0.8,0.120623552,0.201761622,1.01161256,1.4310545,0.771,0.207904786,1.03019016,0.826510249,11.680014,2.405912832,2.7072,2.336315595,92.8,10.43839068,81.6,7.2,0.939,0.598476399,0.4695,0.299238199,0.840671395,0.428571429,3.458,0.037,-2.666,3.572
26,22.1269067,12.8,5.455272679,3.4,1.743559577,2.634,1.043524796,1.22,0.214382835,1.08,0.628171951,60.80704,55.19280906,1.084,0.814778498,1.104,0.594528385,1057.72,1207.362756,3.0214,2.290765514,333.896,375.9473985,21.306,8.437183416,17.015948,25.94336018,1.882,0.47177961,77.4,32.65333061,2.4,0.8,0.032459952,0.037083342,0.91215656,1.180989051,0.6358,0.346868505,1.12800316,0.509936487,10.681956,3.658645614,9.9612,15.10749539,80,33.72832637,70,30.62025473,1.3354,1.169633549,0.6677,0.584816775,0.930403659,0.658730159,6.87,0,-2.6,0.378
18.8,16.27759196,12.8,5.455272679,3,1.264911064,2.656,1.007047169,1.15,0.166613325,1.01,0.514198405,41.35724,39.78478625,0.966,0.615064224,1.026,0.463275296,980.52,1146.297062,2.6294,2.340769156,356.896,417.2448088,18.914,3.666494784,53.415948,77.74662001,1.808,0.355494022,77.8,31.86471403,2.4,0.8,0.033578832,0.038639485,0.94323656,1.196685512,0.721,0.275582293,1.10398916,0.5563918,10.862248,3.397531716,6.5812,8.53813381,80.4,32.94601645,69.6,31.41719275,1.255,1.030334897,0.6275,0.515167449,0.811988648,0.658730159,4.95,0,-2.694,2.921
24.4,20.0957707,14.8,1.6,3.2,1.469693846,2.794,0.795778864,1.14,0.168404275,0.96,0.442040722,55.82384,48.8154358,0.9,0.516875227,0.962,0.370210751,837.12,1083.308234,4.0494,3.237175349,252.74,244.0593357,16.274,1.688639689,32.815948,41.26395498,1.662,0.255060777,89.8,9.173875953,2.4,0.8,0.028937552,0.032704806,0.82927656,1.15455285,0.6408,0.340748822,0.95397916,0.850551099,11.438376,2.720064431,3.4932,3.297786555,92.2,11.070682,82.2,6.675327707,1.098,0.782467891,0.549,0.391233945,0.795072218,0.658730159,6.808,0,-1.867,0.958
20,16.5408585,14,3.098386677,3,1.264911064,2.822,0.758007916,1.0926,0.205151261,0.93,0.404474968,44.51064,40.18130202,0.89,0.503348786,0.938,0.34119789,1255.92,1430.056914,3.8942,3.024504283,496.096,680.1881681,15.092,4.022404256,29.415948,36.22847536,1.834,0.393934005,87.6,12.98614646,2.6,0.8,0.044477552,0.056255853,1.34106056,1.610055661,0.6846,0.296306328,1.12927916,0.507476245,11.220096,2.942199729,3.7012,3.557673532,89.4,15.81897595,79.2,12.4,1.077,0.753064406,0.5385,0.376532203,0.714888339,0.658730159,5.664,0.772,-1.186,0
19.8,16.47300823,13.8,3.487119155,3,1.264911064,2.766,0.835597989,1.0516,0.261645256,0.93,0.404474968,44.32925,40.13174258,0.9,0.516875227,0.952,0.357625502,1095.92,1243.574355,3.8134,2.920719952,437.696,568.0822096,15.144,3.918972314,14.975948,26.18567176,1.836,0.397018891,87,14.08545349,2.8,0.979795897,0.043234352,0.054092666,1.07791656,1.29733539,0.6906,0.291743449,1.09527116,0.573320984,11.12642,3.051756379,3.9012,3.833609391,89.2,16.17899873,78.6,13.5735036,1.099,0.783896677,0.5495,0.391948338,0.645530975,0.658730159,5.863,0,-2.099,0.86
22.4,18.03995565,12.8,5.455272679,3.2,1.469693846,2.646,1.023554591,1.186,0.179510445,1.05,0.577927331,50.86564,43.81941177,1.016,0.696924673,1.064,0.525532111,960.12,1133.128947,2.8454,2.280246355,343.896,393.7747154,20.462,6.751729852,20.415948,26.94419216,1.844,0.409516788,77.6,32.25895225,2.4,0.8,0.032459952,0.037083342,0.90594056,1.178218252,0.6548,0.324640355,1.10867916,0.547297616,10.778596,3.516497378,7.5412,10.37912448,80.2,33.33706646,69.8,31.01870403,1.297,1.102372895,0.6485,0.551186448,0.872887797,0.658730159,6.127,0,-2.651,1.741
29.4,27.2,13.4,4.270831301,3.4,1.743559577,2.756,0.850261136,1.086,0.213129069,0.94,0.416413256,69.531216,68.45318369,0.978,0.634236549,1.014,0.444504218,1775.32,2252.802193,5.6494,5.953253248,791.896,1261.167598,15.844,2.531154677,24.815948,30.52489392,1.86,0.435201103,85.4,17.0833252,3,1.264911064,0.090475952,0.143836498,2.14706856,2.970544107,0.6228,0.363585698,1.16347916,0.441923528,11.149536,3.024011798,4.6412,5.002517862,87.6,19.11648503,77.8,15.14463601,1.213,0.960242678,0.6065,0.480121339,0.703723495,0.658730159,8.546,0.323,-2.375,0
19.2,16.32666531,13.2,4.664761516,3,1.264911064,2.764,0.838512969,1.0924,0.205385102,0.93,0.404474968,42.91504,39.85662529,0.93,0.559785673,0.994,0.414420077,1341.12,1547.295631,3.2208,2.366749197,522.096,730.5716611,15.802,2.614057383,17.815948,26.02292107,1.838,0.400119982,85.2,17.46310396,2.8,0.979795897,0.054630352,0.074678953,1.50267656,1.850750564,0.6988,0.286204402,1.11487916,0.535290593,11.005236,3.204197067,4.9412,5.519100014,87.4,19.48948434,76.8,17.11607432,1.171,0.89255476,0.5855,0.44627738,0.71455001,0.658730159,4.572,0,-2.767,1.102
19.4,16.36581804,13.4,4.270831301,3,1.264911064,2.782,0.812610608,1.0774,0.224265557,0.92,0.393192065,43.52994,39.95188241,0.92,0.545123839,0.98,0.394410953,1365.12,1582.066373,3.5414,2.614832813,570.496,824.8970234,15.338,3.533385912,19.615948,26.55588462,1.83,0.387814389,85.8,16.32666531,3,1.264911064,0.063125552,0.090713904,1.56069256,1.943005766,0.6926,0.290316792,1.20407916,0.365460992,10.988856,3.225646453,4.5012,4.768136005,88,18.37389452,77.4,15.93235701,1.141,0.845998818,0.5705,0.422999409,0.689175365,0.658730159,6.035,0.268,-1.969,0
20.8,16.90443729,14.8,1.6,3,1.264911064,2.786,0.806959726,1.098,0.199037685,0.92,0.393192065,46.42344,40.89661325,0.862,0.467948715,0.926,0.32836565,865.12,1089.978903,3.7474,2.839957366,272.432,273.0657561,15.506,3.1999475,37.415948,48.76317524,1.624,0.277604035,90,8.854377448,2.4,0.8,0.031113152,0.035307482,0.86864456,1.164245772,0.6724,0.306824771,0.97469916,0.80966464,11.518456,2.651957474,3.1712,2.966464724,92.4,10.76289924,82,7.042726745,1.031,0.693205597,0.5155,0.346602799,0.724023211,0.658730159,6.557,0.041,-1.952,1.077
30.4,28.01856527,10.8,6.493073232,3.6,1.959591794,2.522,1.146514719,1.282,0.314222851,1.17,0.787146746,72.370306,70.69176807,1.284,1.032310031,1.224,0.729317489,1389.12,2195.979656,4.5632,6.04591255,751.198,1272.994381,26.774,22.22646855,18.615948,23.71596306,2.112,0.774374586,70.2,35.90208908,2.4,1.356465997,0.080302432,0.146520616,1.67879656,2.983004918,0.6278,0.358101326,1.03539096,0.523539239,10.459536,4.037428022,14.9852,22.72221343,72.6,37.4625146,62.8,32.60920116,1.699,1.585930011,0.8495,0.792965006,1.043662413,0.650793651,8.442,0.253,-2.79,1.859
23.2,25.26182891,10.8,6.493073232,3.2,1.6,2.528,1.137477912,1.224,0.225707776,1.09,0.645290632,51.808876,64.79998021,1.174,0.860781041,1.142,0.599479774,1406.72,2192.691831,4.3586,6.149705508,758.186,1270.600764,21.774,12.34325338,31.415948,40.77791848,1.976,0.561376879,70.6,35.2,2.4,1.356465997,0.080799712,0.146324806,1.70552536,2.974369874,0.7308,0.301989669,1.04135976,0.517209668,10.548888,3.893514446,11.7812,16.5113067,73,36.7749915,62.4,33.3202641,1.575,1.388938444,0.7875,0.694469222,0.945075409,0.650793651,6.796,0,-3.087,2.111
20,26.57066051,10.8,6.493073232,2.8,1.6,2.56,1.090247678,1.1,0.197585425,0.94,0.416413256,47.177416,66.97717859,1.022,0.671964285,0.992,0.42775694,1523.32,2185.153313,4.2944,6.187495312,781.618,1263.670071,15.19,2.744857009,28.415948,35.87944151,1.79,0.406939799,71,34.50217384,2.4,1.356465997,0.082187952,0.145812688,1.85077256,2.944019331,1.2934,1.177604789,1.06467556,0.494473885,10.7591,3.567369203,7.9612,9.456490732,73.4,36.0921044,62,34.03527582,1.159,0.928274744,0.5795,0.464137372,0.734303196,0.650793651,7.178,0,-3.136,3.7
21.6,25.72625118,10.8,6.493073232,3,1.549193338,2.55,1.104825778,1.152,0.170458206,1.01,0.514198405,50.38717,65.33647174,1.068,0.72084395,1.068,0.499855979,1431.52,2189.011538,4.381,6.137097718,765.054,1268.393911,17.342,4.088884444,39.415948,54.91979122,1.88,0.450998891,70.8,34.85053802,2.4,1.356465997,0.081359152,0.1461123,1.74862296,2.962426033,0.8254,0.363251208,1.05065096,0.507758504,10.708572,3.644000727,7.9232,9.39091285,73.2,36.43295212,62.2,33.67729205,1.367,1.105606621,0.6835,0.55280331,0.822691543,0.650793651,6.887,0,-3.08,2.618
26.8,25.68579374,10.8,6.493073232,3.4,1.743559577,2.528,1.137477912,1.252,0.265811964,1.18,0.805357064,62.882776,64.87465596,1.218,0.926939049,1.176,0.651447619,1392.52,2195.300907,4.4938,6.078230907,753.372,1272.233746,23.738,16.20830454,23.015948,28.15788631,2.032,0.643720436,70.4,35.55052742,2.4,1.356465997,0.080509632,0.146438239,1.69330056,2.978203274,0.6522,0.334351552,1.03824976,0.520483086,10.516182,3.945861893,12.5612,18.0106129,72.8,37.11818961,62.6,32.96422303,1.657,1.517532866,0.8285,0.758766433,0.992669135,0.650793651,6.064,0,-3.043,3.541
29,25.87663038,12.2,5.455272679,4,2.529822128,2.462,1.199639946,1.2504,0.161073399,1.14,0.673349835,68.85011,65.08798041,1.244,0.939885099,1.214,0.681750688,1183.32,1406.174599,3.2032,2.634225989,558.68,648.3877556,21.908,8.160662718,5.815948,7.427999243,2.022,0.617750759,68.6,35.74129265,2.2,0.4,0.040333552,0.047476122,0.92251656,1.199381399,0.6288,0.355495373,1.13778976,0.510006283,10.385936,3.963894773,13.5212,16.21206566,68.6,39.86276458,59.8,33.90811112,1.5574,1.344239949,0.7787,0.672119974,0.867325445,0.779365079,6.565,0.088,-3.134,0
25.4,22.95735176,12.2,5.455272679,3.8,2.4,2.474,1.184054053,1.2164,0.119481547,1.11,0.62960305,58.90871,57.18617509,1.176,0.852633567,1.174,0.629526806,1085.72,1352.07267,3.0272,2.637244198,568.68,655.4640201,21.064,6.481696074,9.215948,13.57448807,1.984,0.580847656,68.8,35.43105982,2.2,0.4,0.040333552,0.047476122,0.91630056,1.196707002,0.6478,0.334240273,1.11846576,0.547708044,10.482576,3.840539362,11.1012,12.63136101,68.8,39.5898977,59.6,34.20877081,1.519,1.292754424,0.7595,0.646377212,0.813708963,0.779365079,6.042,0.119,-3.156,0
24.6,20.74222746,11.4,5.851495535,3.4,1.743559577,2.622,1.051520803,1.2024,0.246834033,1.06,0.617575906,56.66504,51.3342255,1.16,0.861742421,1.12,0.603025704,1390.32,1763.25566,3.8594,3.904391917,718.88,930.5876475,19.774,9.795059163,13.815948,19.85245589,1.936,0.515115521,72.8,33.15659814,2.8,1.6,0.065611952,0.091801613,1.45087656,2.193143603,0.605,0.387182644,1.01558976,0.560504403,10.669176,3.670376242,10.7012,15.06918183,75.2,34.65486979,64.6,30.76101429,1.4894,1.276966499,0.7447,0.63848325,0.971300524,0.588888889,6.761,0,-2.451,0
17.4,13.61763562,11.4,5.851495535,3,1.264911064,2.644,1.015590469,1.1324,0.200656522,0.99,0.498397432,37.21524,31.79093595,1.042,0.689185026,1.042,0.476755703,1313.12,1736.863866,3.4674,4.016573395,741.88,938.637784,17.382,5.556187182,50.215948,77.45036469,1.862,0.420875278,73.2,32.43701589,2.8,1.6,0.066730832,0.092039043,1.48195656,2.194017572,0.6902,0.332846151,0.99157576,0.598584005,10.849468,3.410836269,7.3212,8.760476754,75.6,33.95055228,64.2,31.48586985,1.409,1.16144479,0.7045,0.580722395,0.847680457,0.588888889,5.197,0,-2.494,0
21,16,11.4,5.851495535,3.2,1.469693846,2.634,1.03184495,1.1684,0.214462677,1.03,0.565331761,46.72364,37.77224941,1.092,0.758139829,1.08,0.5363208,1292.72,1732.123098,3.6834,3.935882244,728.88,933.817846,18.93,8.231461596,17.215948,21.65205668,1.898,0.463223488,73,32.79634126,2.8,1.6,0.065611952,0.091801613,1.44466056,2.193180189,0.624,0.368991057,0.99626576,0.591033073,10.765816,3.529050574,8.2812,10.49531557,75.4,34.30218652,64.4,31.12298186,1.451,1.220513826,0.7255,0.610256913,0.911256491,0.588888889,6.143,0,-2.463,0
24.6,20.39215535,15,2,3.2,1.469693846,2.87,0.700171408,1.232,0.073617933,0.96,0.445421149,56.69328,50.22869894,0.864,0.488696225,0.962,0.370534749,793.32,937.7602047,4.2034,3.654065276,424.398,480.7765361,16.562,3.367315845,86.615948,171.6958881,1.668,0.210751038,91.4,9.769339793,2.6,1.743559577,0.061053552,0.07477004,0.64901256,1.012329219,0.6386,0.343586728,1.53122576,0.228262476,11.487996,2.647871319,3.0212,2.770608771,93.2,11.63443166,83.2,9.173875953,1.088,0.794918864,0.544,0.397459432,0.65005077,1.026190476,5.936,0,-1.158,1.421
26.4,22.57077757,13.2,5.6,3.4,1.743559577,2.662,1.026808648,1.3126,0.08961607,1.07,0.622575297,62.58504,57.13837795,1.04,0.799624912,1.102,0.593578975,734.92,837.4295299,2.8074,1.89611968,377.412,404.7338649,22.14,8.099481465,4.215948,6.987575142,1.86,0.460260796,79.6,33.3202641,2.8,1.6,0.054215952,0.070792381,0.41073256,0.549760948,0.6326,0.350769212,1.29974976,0.610367788,11.015096,3.406690009,9.5212,15.19870629,81.8,34.07873237,72,31.52142129,1.2934,1.152975386,0.6467,0.576487693,0.761670054,1.026190476,5.293,0,-2.366,2.714
19.2,17.0458206,13.2,5.6,3,1.264911064,2.684,0.989092513,1.2426,0.052868138,1,0.505964426,43.13524,43.24974875,0.922,0.586051192,1.024,0.461718529,657.72,712.5447534,2.4154,1.912874131,400.412,441.094717,19.748,3.442176056,40.615948,79.70034625,1.786,0.335237229,80,32.5207626,2.8,1.6,0.055334832,0.071279114,0.44181256,0.608873298,0.7178,0.281446549,1.27573576,0.65599855,11.195388,3.105309308,6.1412,8.525818727,82.2,33.28302871,71.6,32.32089108,1.213,1.008040674,0.6065,0.504020337,0.664730229,1.026190476,4.247,0,-2.419,2.916
24.8,20.61455796,15.2,1.6,3.2,1.469693846,2.822,0.767916662,1.2326,0.072436455,0.95,0.431277173,57.60184,51.17826778,0.856,0.475924364,0.96,0.367913033,514.32,524.1190338,3.8354,3.044166789,296.256,298.4982132,17.108,2.379162878,20.015948,38.50924888,1.64,0.211281802,92,8.579044236,2.8,1.6,0.050693552,0.069708378,0.32785256,0.396709216,0.6376,0.344765195,1.12572576,0.94642847,11.771516,2.261550813,3.0532,2.819186436,94,10.11928851,84.2,7.194442299,1.056,0.744059137,0.528,0.372029569,0.650881683,1.026190476,6.03,0,-1.542,2.973
20.6,17.33897344,14.6,2.8,3,1.264911064,2.86,0.713750657,1.1682,0.200507755,0.91,0.38,46.906278,43.63903919,0.838,0.447946425,0.924,0.325551839,946.32,1214.653976,3.8854,3.123845617,531.012,670.4031436,15.842,4.740558617,20.615948,39.70872841,1.804,0.364065928,90.4,11.75755077,3.2,1.6,0.071206352,0.084500197,0.89765256,1.504350752,0.6758,0.305874746,1.40322576,0.4199066,11.548956,2.55913283,3.0812,2.862189539,91.8,14.33038729,81.8,11.95658814,1.017,0.685059122,0.5085,0.342529561,0.561697044,1.026190476,6.286,0.026,-1.46,2.135
21,17.50428519,15,2,3,1.264911064,2.864,0.70828243,1.1786,0.179754944,0.91,0.38,47.82884,43.93132559,0.824,0.427017564,0.936,0.338561664,946.32,1214.653976,3.8894,3.130270314,448.966,522.8639637,15.93,4.570514194,80.615948,159.6961783,1.604,0.232688633,91.6,9.372299611,2.8,1.6,0.064783152,0.077871828,0.74225256,1.196327815,0.66848,0.312256243,1.51782576,0.24282761,11.518032,2.603812927,2.8212,2.482892056,93.4,11.25344392,83,9.570788891,1.021,0.690937045,0.5105,0.345468522,0.576099532,1.026190476,5.385,0.035,-1.248,0
31.2,29.76172038,15.2,1.6,3.4,1.743559577,2.884,0.681692013,1.2636,0.015806328,0.94,0.41761226,75.23764,76.13479906,0.876,0.508196812,0.936,0.338561664,432.296,464.0859352,4.8122,4.742289211,224.276,258.7098132,17.326,2.014801231,2.275948,3.224668138,1.634,0.213316666,91.8,8.975522269,2.8,1.6,0.042384832,0.069951463,0.24331496,0.257360555,0.6195,0.367326285,1.16718576,0.865505018,12.060256,1.960617197,2.5852,2.18923351,93.8,10.49571341,84.4,6.8,1.095,0.806293991,0.5475,0.403146996,0.693812177,1.026190476,7.419,0.014,-1.18,2.144
22.8,18.65904606,13.2,5.6,3.2,1.469693846,2.674,1.006172947,1.2786,0.024327762,1.04,0.571314274,52.64364,46.62660751,0.972,0.674726611,1.062,0.524305255,637.32,681.5673419,2.6314,1.863292419,387.412,420.3109104,21.296,6.434996814,7.615948,13.74036972,1.822,0.394076135,79.8,32.92051032,2.8,1.6,0.054215952,0.070792381,0.40451656,0.538020918,0.6516,0.328989726,1.28042576,0.647059471,11.111736,3.243642027,7.1012,10.40965326,82,33.6808551,71.8,31.92115286,1.255,1.08319435,0.6275,0.541597175,0.714584996,1.026190476,4.638,0,-2.388,3.471
21.2,17.6,15.2,1.6,3,1.264911064,2.814,0.779784586,1.1906,0.15582503,0.91,0.38,48.20144,44.07072859,0.818,0.418301327,0.924,0.325551839,542.32,554.3237697,3.5334,2.59301929,315.948,319.9801508,16.34,3.785445813,24.615948,47.7059276,1.602,0.234469614,92.2,8.182909018,2.8,1.6,0.052869152,0.070296566,0.36722056,0.468331354,0.6692,0.311603851,1.14644576,0.905941128,11.851596,2.166883548,2.7312,2.364100032,94.2,9.744742172,84,7.589466384,0.989,0.645192994,0.4945,0.322596497,0.592717788,1.026190476,5.288,0.001,-1.642,3.473
20.4,18.60752536,10.8,6.4,3.2,1.6,2.55,1.10923397,1.2244,0.206410852,1.07,0.622575297,46.63844,46.99399236,1.146,0.851248495,1.146,0.620116118,1194.72,1425.038787,2.4608,1.302427641,621.08,754.6904383,20.176,9.36108028,8.015948,9.866357056,1.94,0.519076102,71.2,33.91990566,2.4,0.8,0.056702352,0.075287804,1.19187656,1.696523776,0.6964,0.290256163,0.92138976,0.661344734,10.578796,3.757254768,11.3412,15.15298997,73.6,35.53927405,62.6,31.75909319,1.4754,1.264488292,0.7377,0.632244146,0.920711955,0.676190476,5.888,0.014,-3.496,1.666
