z_mean,z_std,grp_mean,grp_std,row_mean,row_std,x_mean,x_std,av_ionrad_mean,av_ionrad_std,atom_rad_mean,atom_rad_std,atom_mass_mean,atom_mass_std,cal_atom_rad_mean,cal_atom_rad_std,cov_rad_mean,cov_rad_std,bp_mean,bp_std,rho_mean,rho_std,mp_mean,mp_std,mol_vol_mean,mol_vol_std,k_mean,k_std,vdw_mean,vdw_std,iupac_mean,iupac_std,val_mean,val_std,heat_fus_mean,heat_fus_std,heat_vap_mean,heat_vap_std,spec_heat_mean,spec_heat_std,ea_mean,ea_std,ie_mean,ie_std,p_mean,p_std,pet_mn_mean,pet_mn_std,mn_mean,mn_std,rsp_mean,rsp_std,av_rsp_mean,av_rsp_std,gtf,of,rho,Ehull,Ef,Eg
42,8.717797887,13.2,6.209669879,4.6,0.8,2.326,0.860130223,1.0578,0.37665974,1.5,0.562138773,98.26549,22.93180221,1.45,0.790088603,1.486,0.482642725,963,984.9454807,3.7098,1.863161872,320.814,93.16988947,29.314,20.85684502,20.672,27.01253516,2.23,0.612666304,78,36.10540126,4,1.549193338,0.05488728,0.017300939,0.8254848,1.107198632,0.66018,0.351737603,2.3348914,1.276064853,9.335846,3.225012927,15.254,22.15631431,77,34.98571137,74,34.98571137,1.958,1.205129039,0.979,0.602564519,1.111639557,0.93997735,4.001,0,-1.227,0.597
39.6,7.787168934,10.8,7.6,4.6,0.8,2.124,1.025136089,1.1558,0.368293036,1.61,0.594474558,92.04749,20.64639732,1.598,0.843715592,1.598,0.511484115,719,524.6004194,2.7738,0.48598535,429.798,310.4106455,32.844,19.82175936,14.272,17.33547392,2.294,0.619728973,64.2,43.9017084,3.6,1.743559577,0.05695928,0.019737407,0.5084688,0.49637025,0.67678,0.331825264,2.122078,1.526422785,9.006046,3.485637405,19.234,22.22912558,63.4,42.43394867,59.6,43.3663464,2.224,1.301485305,1.112,0.650742653,0.864384277,1.494903737,3.618,0,-2.036,4.559
39.6,6.621178143,14.4,4.715930449,4.4,0.489897949,2.516,0.566307337,0.9524,0.172039065,1.26,0.1356466,92.043676,18.47761692,1.206,0.402968981,1.324,0.172696265,1454.8,1817.078248,4.834,2.224766055,854.012,964.3654821,18.126,3.657494224,11.472,21.29323498,2.034,0.275288939,89.6,17.95104454,5.2,0.4,0.1278424,0.088398426,1.6211328,2.766842265,0.66158,0.350518869,2.5909728,1.005734555,10.241976,2.052457245,6.07,4.907606341,87.8,17.55448661,84.4,18.8,1.606,0.605032231,0.803,0.302516115,0.553402044,1.464326161,4.492,0,-0.77,0.594
36.4,10.57544325,11.2,7.166589147,4.4,0.8,2.242,0.910788669,1.0622,0.374092716,1.49,0.563382641,84.09689,27.37744122,1.512,0.799759964,1.528,0.481597342,1100,1252.629874,3.1492,0.831815701,607.998,666.6451242,28.184,21.66909837,11.672,14.82474472,2.288,0.617944981,71.8,37.3545178,4,1.549193338,0.07912968,0.059203186,1.1052048,1.660672829,0.72078,0.291024682,2.128278,1.518025597,9.232686,3.294579582,16.634,21.85568173,70.6,36.20828634,66.6,36.8,2.098,1.228371279,1.049,0.61418564,1.09754384,0.964892412,4.115,0,-1.393,0
29.2,7.166589147,11.2,7.166589147,4,0,2.248,0.901252462,1.0042,0.258179318,1.41,0.406693988,63.53546,20.81985405,1.402,0.604198643,1.446,0.330551055,1117.6,1250.931429,2.9446,1.174362738,614.986,663.5726727,23.184,11.9159483,24.472,38.70309879,2.152,0.381072172,72.2,36.66278767,4,1.549193338,0.07962696,0.05872684,1.1319336,1.654404693,0.82378,0.168827384,2.1342468,1.511544829,9.322038,3.151527776,13.43,15.63843343,71,35.519009,66.2,37.47212297,1.974,1.010853105,0.987,0.505426553,0.979353081,0.964892412,3.53,0.013,-1.348,0
32.8,5.455272679,11.2,7.166589147,4.2,0.4,2.248,0.901252462,1.0322,0.314129527,1.5,0.583095189,74.60936,13.54370094,1.446,0.680634998,1.48,0.391918359,1103.4,1252.224836,3.0798,0.942065051,610.172,665.6593459,25.148,15.71001515,16.072,22.61193172,2.208,0.474063287,72,37.00810722,4,1.549193338,0.07933688,0.059003139,1.1197088,1.657060467,0.74518,0.252413038,2.1311368,1.514913307,9.289332,3.203474357,14.21,17.13906065,70.8,35.86307293,66.4,37.13542783,2.056,1.15331869,1.028,0.576659345,1.036410689,0.964892412,3.936,0,-1.367,0
45.8,13.94847662,13.4,6.248199741,5.2,1.6,2.184,0.961469708,1.1108,0.359112461,1.56,0.569561235,108.310332,36.60856049,1.604,0.848,1.588,0.504951483,832.6,734.4961811,4.112,2.648477374,583.398,617.4566084,29.876,20.533689,10.672,14.25191412,2.356,0.65095622,68.4,39.70188912,3.8,1.6,0.07519288,0.051620519,0.7426048,0.944557147,0.64878,0.366529242,2.318478,1.292114747,9.103928,3.397026417,18.074,21.91135103,64.6,41.1125285,65.4,37.63827839,2.1708,1.265019589,1.0854,0.632509794,0.962709081,1.2400906,5.104,0.123,-1.572,0
38.6,16.41462762,13.4,6.248199741,4.8,1.6,2.19,0.952806381,1.0528,0.247609693,1.48,0.428485706,87.748902,44.94279388,1.494,0.681750688,1.506,0.377019893,850.2,738.0006504,3.9074,2.845280415,590.386,614.4179711,24.876,10.53529231,23.472,38.81847313,2.22,0.453431362,68.8,39.08657058,3.8,1.6,0.07569016,0.051111818,0.7693336,0.943818084,0.75178,0.304931149,2.3244468,1.283610551,9.19328,3.262004101,14.87,16.00701721,65,40.56599561,65,38.28315556,2.0468,1.063605641,1.0234,0.531802821,0.859038218,1.2400906,4.48,0.178,-1.508,0
42.2,13.42236939,13.4,6.248199741,5,1.549193338,2.19,0.952806381,1.0808,0.301014551,1.57,0.587877538,98.822802,35.12187016,1.538,0.744913418,1.54,0.42708313,836,735.043128,4.0426,2.709914803,585.572,616.4789268,26.84,14.46239814,15.072,22.43754568,2.276,0.526786484,68.6,39.39340046,3.8,1.6,0.07540008,0.051406834,0.7571088,0.943780511,0.67318,0.341868778,2.3213368,1.288034802,9.160574,3.310946853,15.65,17.41163404,64.8,40.83821739,65.2,37.95997893,2.1288,1.194837964,1.0644,0.597418982,0.909086221,1.2400906,4.791,0.163,-1.515,0
36.6,10.30727898,11.4,6.97423831,4.4,0.8,2.26,0.897529944,1.0472,0.383603128,1.48,0.565331761,84.71179,26.57971364,1.502,0.796904009,1.514,0.480316562,1124,1299.794445,3.4698,1.404875852,656.398,763.4268499,27.72,22.06109335,13.472,16.42905524,2.28,0.615922073,72.4,37.05455438,4.2,1.6,0.08762488,0.075768266,1.1632208,1.775935652,0.71458,0.295531382,2.217478,1.403793816,9.216306,3.306675381,16.194,21.91426805,71.2,35.90208908,67.2,36.43295212,2.068,1.218021346,1.034,0.609010673,1.147131664,0.8799547,4.133,0,-1.265,0.659
33,5.059644256,11.4,6.97423831,4.2,0.4,2.266,0.887729689,1.0172,0.324011358,1.49,0.585149554,75.22426,12.33111872,1.436,0.676301708,1.466,0.388618064,1127.4,1299.34131,3.4004,1.4878658,658.572,762.4281967,24.684,16.15949207,17.872,23.35808759,2.2,0.470063825,72.6,36.70204354,4.2,1.6,0.08783208,0.075588775,1.1777248,1.772083424,0.73898,0.258182752,2.2203368,1.40024558,9.272952,3.216201351,13.77,17.15163549,71.4,35.55052742,67,36.7749915,2.026,1.141185349,1.013,0.570592674,1.083236473,0.8799547,3.881,0,-1.228,0.588
46,14.28285686,13.6,6.311893535,5.2,1.6,2.154,0.992,1.1086,0.35923619,1.56,0.569561235,109.13149,37.97956645,1.604,0.848,1.582,0.501374112,681.8,459.4589862,3.5618,1.579027853,439.198,329.1929623,31.024,20.05398474,15.072,18.33694238,2.344,0.643167163,68.2,39.87179454,3.8,1.6,0.05633768,0.01894429,0.5561248,0.585049444,0.64758,0.368133831,2.108478,1.545031158,9.117898,3.385113734,17.914,21.88646577,63.8,41.98285364,65.8,37.34380805,2.168,1.263319437,1.084,0.631659719,0.968092812,1.227633069,4.798,0,-2.026,4.35
38.8,16.78570821,13.6,6.311893535,4.8,1.6,2.16,0.983788595,1.0506,0.247273614,1.48,0.428485706,88.57006,46.43149636,1.494,0.681750688,1.5,0.37089082,699.4,470.713331,3.3572,1.830129875,446.186,326.5579973,26.024,10.14900507,27.872,39.08145668,2.208,0.438470067,68.6,39.26117675,3.8,1.6,0.05683496,0.018038257,0.5828536,0.592330986,0.75058,0.307260537,2.1144468,1.538740947,9.20725,3.249212332,14.71,15.94080926,64.2,41.45551833,65.4,37.99789468,2.044,1.06125586,1.022,0.53062793,0.863842194,1.227633069,4.371,0,-1.995,4.512
42.4,13.82172203,13.6,6.311893535,5,1.549193338,2.16,0.983788595,1.0786,0.300942918,1.57,0.587877538,99.64396,36.76123029,1.538,0.744913418,1.534,0.422165844,685.2,461.4452947,3.4924,1.657156311,441.372,328.3117298,27.988,14.02360638,19.472,24.45096841,2.264,0.515270803,68.4,39.56564166,3.8,1.6,0.05654488,0.018565675,0.5706288,0.588409477,0.67198,0.34367376,2.1113368,1.542010086,9.174544,3.298483423,15.49,17.35797799,64,41.71810159,65.6,37.67014733,2.126,1.192939227,1.063,0.596469614,0.914170079,1.227633069,4.635,0,-2,4.485
30.6,16.84755175,12.6,6.248199741,4,1.264911064,2.44,0.952659435,1.0474,0.399408362,1.44,0.624819974,69.42653,42.35548961,1.4,0.857344738,1.39,0.550781263,819.266,852.7482492,2.57676,4.011498976,410.264,415.3951286,26.676,22.30312947,93.20534,168.9732661,2.08,0.675099993,76.4,36.47245536,3.4,1.959591794,0.04763528,0.035000882,0.7243712,0.982716726,0.38232,0.1174494,2.5223596,1.360990039,10.074604,3.729667448,14.632,22.4782405,75.2,35.3066566,70.4,34.57513557,1.943,1.296208317,0.9715,0.648104158,0.980935492,1.393589744,3.82,0,-1.437,0
37,25.64371268,12.6,6.248199741,4.2,1.469693846,2.562,0.917962962,1.044,0.399129052,1.39,0.62,87.246204,66.58968899,1.418,0.863328443,1.372,0.549996364,958.066,1119.271681,4.33876,7.509790796,430.744,456.0802055,26.664,22.31196773,71.20534,125.1758747,2.068,0.681891487,76.2,36.4987671,4.2,1.6,0.05012168,0.039938272,0.8797712,1.287736648,0.36114,0.147747103,2.7236856,1.234115993,10.404464,3.563341503,14.352,22.5775733,75,35.3327044,70.6,34.54620095,2,1.32,1,0.66,0.989949494,1.371794872,4.429,0,-1.402,0.832
21.4,14.92112596,15.8,1.469693846,3.2,0.979795897,2.798,0.481015592,0.694,0.197949489,1.03,0.24,47.41594,36.78507798,0.898,0.279885691,1.042,0.20103731,1578.466,1701.139101,2.01836,2.767484173,963.976,1423.881796,14.75,4.749147292,41.40534,55.70814902,1.824,0.174080441,94.4,8.13879598,4.6,0.489897949,0.2519552,0.41820044,2.1457632,2.860349464,0.47232,0.156066529,2.6424716,1.189258651,11.501424,2.181399306,3.2,2.255872337,95,6.196773354,87.8,7.652450588,1.11,0.41080409,0.555,0.205402045,1.054112887,0.384615385,2.37,1.164,0.038,0.791
25.2,14.94523335,10.8,7.6,3.8,1.166190379,2.254,1.111604246,1.058,0.401018703,1.48,0.64,55.86849,38.56010756,1.458,0.881757336,1.452,0.571118201,683.666,602.1145702,0.78876,0.762990038,386.278,367.8227132,29.862,20.82049317,47.20534,77.65858564,2.198,0.653066612,65,44.16333321,3.6,1.743559577,0.04191656,0.023701144,0.5171712,0.585557025,0.46152,0.124697368,2.2668696,1.654380184,9.781996,3.964215312,17.752,22.31217641,64.2,42.69613566,58.8,43.11565841,2.068,1.36038818,1.034,0.68019409,0.953857585,1.461538462,2.836,0,-2.631,5.334
18,1.264911064,10.8,7.6,3.4,0.489897949,2.26,1.1037391,1,0.295025423,1.4,0.505964426,35.30706,3.160915838,1.348,0.70075388,1.37,0.437081228,701.266,610.6920275,0.58416,0.550883137,393.266,366.4768443,24.862,11.0775871,60.00534,79.99599502,2.062,0.406664481,65.4,43.64218143,3.6,1.743559577,0.04241384,0.023293335,0.5439,0.594586024,0.56452,0.112979262,2.2728384,1.647933676,9.871348,3.833368212,14.548,16.48900045,64.6,42.17392559,58.4,43.6192618,1.944,1.164535959,0.972,0.58226798,0.847054998,1.461538462,2.096,0,-2.6,5.566
30.8,17.0458206,12.8,6.209669879,4,1.264911064,2.392,0.982718678,1.048,0.399469648,1.43,0.622575297,70.33509,43.21044494,1.392,0.855158465,1.388,0.550577878,540.266,370.0864825,2.20876,3.28780708,282.122,163.9692057,27.222,21.92502442,26.60534,37.85704599,2.052,0.692138714,77,36.41977485,3.6,1.743559577,0.03727528,0.014687893,0.4032112,0.383019947,0.38132,0.118713949,2.1168596,1.870755602,10.358124,3.579840588,14.664,22.46774897,76,35.24769496,71.4,34.47665877,1.911,1.287091294,0.9555,0.643545647,0.979361799,1.397435897,3.736,0,-1.833,2.492
23.6,12.22456543,12.8,6.209669879,3.6,0.8,2.398,0.972962486,0.99,0.290929545,1.35,0.475394573,49.77366,31.38725876,1.282,0.656,1.306,0.396867736,557.866,390.402973,2.00416,3.333475338,289.11,165.3883725,22.222,11.98026277,39.40534,48.25991325,1.916,0.422165844,77.4,35.65164793,3.6,1.743559577,0.03777256,0.014183986,0.42994,0.404291749,0.48432,0.166820507,2.1228284,1.865537158,10.447476,3.419358283,11.46,16.09551987,76.4,34.47665877,71,35.24769496,1.787,1.059790545,0.8935,0.529895273,0.869703528,1.397435897,3.132,0,-1.813,3.51
27.2,12.96765206,12.8,6.209669879,3.8,0.979795897,2.398,0.972962486,1.018,0.342718543,1.44,0.641404708,60.84756,32.24777696,1.326,0.734237019,1.34,0.459739056,543.666,373.8390505,2.13936,3.297682751,284.296,164.2846687,24.186,15.87829286,31.00534,39.91577306,1.972,0.533081607,77.2,36.03553801,3.6,1.743559577,0.03748248,0.014471759,0.4177152,0.393805609,0.40572,0.098364758,2.1197184,1.868248491,10.41477,3.477894312,12.24,17.64442575,76.2,34.86201371,71.2,34.86201371,1.869,1.209191465,0.9345,0.604595733,0.922642003,1.397435897,3.478,0,-1.819,3.554
36,25.50294101,15.2,2.227105745,4,1.264911064,2.558,0.737628633,0.9526,0.224924521,1.29,0.372021505,84.63066,66.88463023,1.108,0.389789687,1.19,0.208230641,700.666,607.7783409,4.20296,5.040019363,337.204,202.8957369,16.478,1.74024596,28.60534,38.5581972,1.758,0.120565335,91,12.26376777,4,1.264911064,0.0416472,0.012473371,0.6124832,0.656226443,0.35872,0.14977752,2.0625344,1.9210119,10.800984,2.80611227,4.3,2.597568093,90,11.06345335,85.6,10.46135746,1.496,0.595259607,0.748,0.297629804,0.79899285,1.397435897,4.989,0,-1.435,3.293
26.6,14.71869559,12.2,6.4,3.8,1.166190379,2.43,0.958206658,0.9836,0.413226137,1.39,0.62,59.639528,37.74482388,1.374,0.851318977,1.352,0.551884046,972.266,1146.834853,2.25876,3.385823297,516.878,627.5835998,25.956,22.87198776,27.20534,38.97524244,2.216,0.657133168,75.4,36.64751015,4,1.549193338,0.05778808,0.055201922,0.9730112,1.471909833,0.41952,0.09148286,2.3943596,1.493399459,10.135564,3.69062032,14.692,22.45871448,73.8,35.58314208,69,34.90558695,1.872,1.28022498,0.936,0.64011249,1.183079175,0.984615385,3.566,0.006,-1.538,0
23,8,12.2,6.4,3.6,0.8,2.436,0.947957805,0.9536,0.353230576,1.4,0.639531078,50.151998,19.86200811,1.308,0.728131856,1.304,0.457541255,975.666,1146.771212,2.18936,3.396435709,519.052,626.8524608,22.92,16.93676947,31.60534,40.91335394,2.136,0.51301462,75.6,36.27450896,4,1.549193338,0.05799528,0.055067679,0.9875152,1.469138651,0.44392,0.045690016,2.3972184,1.489725214,10.19221,3.595327916,12.268,17.63676887,74,35.21363372,68.8,35.2726523,1.83,1.200516555,0.915,0.600258278,1.114561076,0.984615385,3.183,0.009,-1.512,0
31.8,24.90301187,14.6,3.2,3.8,1.166190379,2.596,0.695632087,0.8882,0.222448556,1.25,0.352136337,73.935098,65.85500171,1.09,0.367641129,1.154,0.174768418,1132.666,1187.044686,4.25296,5.08492863,571.96,618.2881969,15.212,4.271507462,29.20534,39.62635692,1.922,0.252459898,89.4,14.55472432,4.4,0.8,0.06216,0.052988134,1.1822832,1.487266301,0.39692,0.135779445,2.3400344,1.56555186,10.578424,2.979397863,4.328,2.630942037,87.8,14.4138822,83.2,14.4,1.457,0.551666566,0.7285,0.275833283,0.965191621,0.984615385,4.876,0.008,-1.113,0
26,14.75127113,11.6,6.8,3.8,1.166190379,2.386,0.987068387,1.018,0.400819161,1.4,0.619677335,58.25211,37.87256813,1.402,0.857937061,1.378,0.549996364,921.066,1047.662149,1.90676,2.698885407,599.278,791.9628276,26.068,22.77845333,26.00534,36.74401093,2.226,0.660230263,73.6,37.23224409,4.4,1.743559577,0.06669768,0.072977193,0.8984192,1.324519643,0.42492,0.092204868,2.3951596,1.492472019,9.912664,3.850259812,15.512,22.25507978,72.4,36.07547643,67.2,35.65052594,1.956,1.300793604,0.978,0.650396802,1.064771258,1.205128205,3.228,0.005,-1.748,0.148
22.4,7.787168934,11.6,6.8,3.6,0.8,2.392,0.977392449,0.988,0.341666504,1.41,0.639061812,48.76458,19.43791947,1.336,0.738365763,1.33,0.457995633,924.466,1047.758641,1.83736,2.703164991,601.452,791.1571766,23.032,16.83045858,30.40534,38.92962043,2.146,0.518520974,73.8,36.87492373,4.4,1.743559577,0.06690488,0.072850365,0.9129232,1.322257868,0.44932,0.044234394,2.3980184,1.488793949,9.96931,3.762373969,13.088,17.49073172,72.6,35.71890256,67,36,1.914,1.225309757,0.957,0.612654878,1.003104969,1.205128205,2.826,0.019,-1.728,0.499
27,14.75127113,12.6,6.248199741,3.8,1.166190379,2.434,0.955941421,0.994,0.408294012,1.39,0.62,60.56209,37.77264793,1.36,0.849376242,1.364,0.550403488,972.266,1146.834853,2.26276,3.393669595,434.832,464.2071175,26.044,22.79834345,87.20534,157.017288,2.016,0.719877767,76.6,36.4505144,3.6,1.743559577,0.05136488,0.042410069,0.8176112,1.165362208,0.4122,0.092529865,2.5089596,1.373214391,10.10464,3.709978948,14.432,22.54781799,75.4,35.28512434,70.2,34.60866943,1.876,1.280712302,0.938,0.640356151,1.144629102,1.051282051,3.46,0,-1.478,0.551
19.8,4.664761516,12.6,6.248199741,3.4,0.489897949,2.44,0.945642639,0.936,0.29241067,1.31,0.465188134,40.00066,11.95393997,1.25,0.642993002,1.282,0.391632481,989.866,1146.941261,2.05816,3.441144076,441.82,462.4082464,21.044,13.06921819,100.00534,154.9158869,1.88,0.45563143,77,35.68753284,3.6,1.743559577,0.05186216,0.042071989,0.84434,1.16304075,0.5152,0.126240152,2.5149284,1.364382423,10.193992,3.561740422,11.228,16.16117124,75.8,34.52187712,69.8,35.36325777,1.752,1.047900759,0.876,0.523950379,1.016465998,1.051282051,2.065,0.042,-1.409,0.242
23.4,8.236504113,12.6,6.248199741,3.6,0.8,2.44,0.945642639,0.964,0.348344657,1.4,0.639531078,51.07456,20.34960041,1.294,0.724585399,1.316,0.457016411,975.666,1146.771212,2.19336,3.404339091,437.006,463.6030812,23.008,16.8530453,91.60534,155.8244581,1.936,0.563545916,76.8,36.0688231,3.6,1.743559577,0.05157208,0.042266687,0.8321152,1.16379841,0.4366,0.051356168,2.5118184,1.368978376,10.161286,3.615681363,12.008,17.71455266,75.6,34.90329497,70,34.98571137,1.834,1.20117609,0.917,0.600588045,1.078337841,1.051282051,3.147,0.035,-1.436,0.244
33.8,20.73065363,12.2,6.4,4.6,2.059126028,2.294,1.068524216,1.0698,0.404114043,1.49,0.645290632,78.24569,52.75551449,1.532,0.933132359,1.496,0.600852727,692.266,617.4942433,1.52756,1.972375163,383.078,361.4840073,30.416,20.75242405,10.00534,14.08166251,2.302,0.702179464,70.2,39.22448215,3.8,1.6,0.04349128,0.026801014,0.5586112,0.66330361,0.37172,0.131783859,2.2847596,1.63034469,9.693444,4.049214047,18.732,22.61788885,64.6,42.24973373,62.4,39.21530314,2.0704,1.362039882,1.0352,0.681019941,0.925420194,1.537179487,3.596,0,-2.593,1.094
30.2,18.13725448,12.2,6.4,4.4,1.959591794,2.3,1.060113202,1.0398,0.349994514,1.5,0.662570751,68.75816,45.89144785,1.466,0.834879632,1.448,0.528787292,695.666,618.9161266,1.45816,1.964878966,385.252,361.0197818,27.38,14.88188698,14.40534,22.46077085,2.222,0.581529019,70.4,38.90295619,3.8,1.6,0.04369848,0.026634865,0.5731152,0.66621499,0.39612,0.115836478,2.2876184,1.62717231,9.75009,3.968869806,16.308,18.37978716,64.8,41.98285364,62.2,39.50898632,2.0284,1.2938633,1.0142,0.64693165,0.87182443,1.537179487,3.155,0.034,-2.528,0.338
26.4,14.71869559,12,6.511528238,3.8,1.166190379,2.42,0.96413692,1.0006,0.405686381,1.4,0.619677335,59.02189,37.77658215,1.382,0.852839962,1.364,0.550403488,959.066,1121.211382,2.05356,2.984403234,525.478,644.7296434,26.04,22.80166661,23.20534,31.63403615,2.224,0.659563492,74.8,36.80434757,3.8,1.6,0.05281528,0.045295854,0.9149952,1.357239145,0.42512,0.092255784,2.2921596,1.620529421,10.139844,3.688014717,14.872,22.40389109,73.2,35.76814225,68.4,35.1146693,1.89,1.282809417,0.945,0.641404708,1.121498202,1.093589744,3.44,0.256,-1.379,0
19.2,3.487119155,12,6.511528238,3.4,0.489897949,2.426,0.954014675,0.9426,0.290081092,1.32,0.466476152,38.46046,8.936245272,1.272,0.651287955,1.282,0.391632481,976.666,1121.527387,1.84896,3.024158933,532.466,642.4504518,21.04,13.07348462,36.00534,44.53779899,2.088,0.425412741,75.2,36.0688231,3.8,1.6,0.05331256,0.044963431,0.941724,1.353324385,0.52812,0.114997433,2.2981284,1.613854178,10.229196,3.537967283,11.668,16.04784147,73.6,35.04054794,68,35.83852676,1.766,1.052114062,0.883,0.526057031,0.995925044,1.093589744,2.712,0.186,-1.327,0.049
22.8,7.909487973,12,6.511528238,3.6,0.8,2.426,0.954014675,0.9706,0.345857543,1.41,0.639061812,49.53436,19.62595417,1.316,0.730632603,1.316,0.457016411,962.466,1121.186316,1.98416,2.991681305,527.652,643.9889387,23.004,16.8568201,27.60534,34.5071768,2.144,0.517362542,75,36.43624569,3.8,1.6,0.05302248,0.04515498,0.9294992,1.354854547,0.44952,0.044230234,2.2950184,1.617324709,10.19649,3.592585718,12.448,17.59172351,73.4,35.40395458,68.2,35.4761892,1.848,1.203900328,0.924,0.601950164,1.056546568,1.093589744,3.312,0.071,-1.528,0
17,8.854377448,13,6.196773354,3,0.632455532,2.454,0.903628242,0.8,0.050596443,1.15,0.18973666,36.6046,19.9034476,1.08,0.368456239,1.116,0.118253964,961.866,926.2120455,1.39076,2.261004812,254.28,111.9260222,15.398,2.470007287,22.80534,33.06231261,1.788,0.049152823,78.6,34.85742389,3.8,1.6,0.03768968,0.010143154,0.8984192,1.034500112,1.07512,1.248130734,2.3772442,1.514315603,10.058788,3.56777876,7.792,8.568608755,78,33.72832637,71.4,36.04219749,1.267,0.315905049,0.6335,0.157952525,0.771389216,0.974358974,2.579,0,-1.703,3.689
27.6,14.88086019,13.2,6.209669879,3.8,1.166190379,2.456,0.944597269,0.984,0.413018159,1.37,0.622575297,62.38089,38.09014749,1.32,0.848905177,1.364,0.550403488,950.866,1105.312175,1.54336,2.00217428,405.558,406.0541125,27.348,21.84459329,19.20534,24.70536304,2.158,0.651103678,78.8,36.4987671,4,1.549193338,0.09011128,0.119751211,0.8880592,1.304081048,0.3996,0.099485557,2.508502,1.373639155,10.139244,3.688378902,14.406,22.55736829,77.8,35.38022046,73.2,34.59132839,1.78,1.282809417,0.89,0.641404708,1.181552621,0.987179487,3.082,0,-1.702,2.848
24,8.717797887,13.2,6.209669879,3.6,0.8,2.462,0.934032119,0.954,0.353021246,1.38,0.642339474,52.89336,21.74176811,1.254,0.720377679,1.316,0.457016411,954.266,1105.311972,1.47396,1.995339684,407.732,405.5203996,24.312,15.79128924,23.60534,28.90653855,2.078,0.496,79,36.10540126,4,1.549193338,0.09031848,0.119633419,0.9025632,1.301899185,0.424,0.067734304,2.5113608,1.36940541,10.19589,3.592969035,11.982,17.72315141,78,34.98571137,73,34.98571137,1.738,1.200056665,0.869,0.600028333,1.113122933,0.987179487,2.589,0,-1.681,3.789
37.2,25.97229293,12.8,6.209669879,4.2,1.469693846,2.454,0.945549576,1.079,0.407460428,1.42,0.620966988,87.97089,67.7887379,1.412,0.861171295,1.364,0.550403488,458.242,286.1737018,3.18556,5.21630471,210.142,51.77599768,27.44,21.78751936,8.86534,13.94215888,2.046,0.696321765,76.8,36.43295212,3.6,1.743559577,0.02896656,0.005167802,0.3186736,0.261346149,0.36322,0.144503376,2.1583196,1.808566778,10.646864,3.515803174,14.196,22.63873636,75.8,35.25563785,71.6,34.47085726,1.95,1.298614646,0.975,0.649307323,0.904398303,1.596153846,4.166,0,-1.545,1.987
28.4,25.90443977,12.8,6.209669879,3.6,1.2,2.482,0.896669393,0.949,0.208719908,1.26,0.332264955,65.987754,67.4740022,1.196,0.500863255,1.208,0.254118083,500.642,360.9414163,3.00336,5.274346656,223.998,77.34931064,18.008,3.156342187,29.66534,55.2607062,1.814,0.240798671,77.4,35.28512434,3.6,1.743559577,0.03002328,0.003964186,0.3885,0.368641352,0.56082,0.359385756,2.1735796,1.794538205,10.8959,3.040638977,7.134,8.558970966,76.4,34.10337227,71,35.63144679,1.618,0.748502505,0.809,0.374251253,0.677425756,1.596153846,4.619,0,-1.431,1.933
23.6,15.81897595,10.8,7.6,3.6,1.2,2.316,1.046682378,1.002,0.405186377,1.42,0.620966988,52.71389,40.32757443,1.36,0.849376242,1.382,0.5501418,604.866,467.1426734,0.82636,0.803152592,347.878,291.9348193,27.422,21.79857555,39.20534,61.98500918,2.082,0.674044509,65.2,43.93813833,3.6,1.743559577,0.04224808,0.024352691,0.4612272,0.483312999,0.53932,0.257161198,2.1790396,1.778121506,10.088612,3.720377519,15.312,22.29379681,75.6,35.26811591,71,34.50217384,1.874,1.280462416,0.937,0.640231208,1.116711319,1.102564103,2.934,0,-2.311,5.126
16.4,2.332380758,10.8,7.6,3.2,0.4,2.322,1.037967244,0.944,0.289661872,1.34,0.471593045,32.15246,4.438082799,1.25,0.642993002,1.3,0.395018987,622.466,481.039327,0.62176,0.617866036,354.866,291.1603445,22.422,11.83207066,52.00534,66.44881232,1.946,0.40207462,65.6,43.41244061,3.6,1.743559577,0.04274536,0.023949093,0.487956,0.497229924,0.64232,0.217531519,2.1850084,1.772420993,10.177964,3.572971339,12.108,15.98223314,76,34.50217384,70.6,35.26811591,1.75,1.047358582,0.875,0.523679291,0.991674144,1.102564103,2.26,0.003,-2.25,4.485
20,8.717797887,10.8,7.6,3.4,0.8,2.322,1.037967244,0.972,0.34539253,1.43,0.64,43.22636,21.55751607,1.294,0.724585399,1.334,0.458589141,608.266,469.6537326,0.75696,0.719870193,350.052,291.6223304,24.386,15.74184818,43.60534,62.38088145,2.002,0.514058362,65.4,43.67424871,3.6,1.743559577,0.04245528,0.024180373,0.4757312,0.490190886,0.56372,0.232387834,2.1818984,1.775383472,10.145258,3.626600702,12.888,17.51230699,75.8,34.88495378,70.8,34.88495378,1.832,1.200839706,0.916,0.600419853,1.052036918,1.102564103,2.659,0,-2.272,4.75
